symbol	dNdS_macaque	CODING_GERP	PROMOTER_GERP	glen	cancer_gene	PPI_DGR	PPI_BTWN	PPI_LLS2HI	median_fetalbrain_rpkm	relevant_go	pLI
IFIT1B	0.622950819672131	0.18	-0.06	1441	FALSE	799	8705.46289062	29	0	FALSE	3.1227e-05
IFIT3	0.4104134762634	0.43	-0.62	1502	FALSE	1108	18393.8125	38	0	FALSE	0.11732
IFITM10	0.0324675324675325	1.46	-0.99	719	FALSE	127	1237.95837402	5	0	FALSE	0.15714
IFITM5	0.0429128738621587	1.96	0.56	415	FALSE	232	2729.27441406	4	0	FALSE	2.1754e-06
IFNA2	0.796442687747036	0.02	-0.36	567	FALSE	855	6136.05615234	46	0	FALSE	NA
IFNA5	NA	-1.07	-1.21	570	FALSE	1	0	0	0	FALSE	NA
IFNAR1	0.697947214076246	0	-1.1	1834	FALSE	702	4755.14160156	23	9.898748	FALSE	3.2501e-12
IFNGR1	0.298039215686275	-0.11	-0.96	1693	FALSE	691	5767.76367188	21	9.149608	FALSE	0.015503
IFNGR2	0.349655172413793	-0.06	-0.12	1183	FALSE	444	4539.78759766	12	13.715201	FALSE	0.95281
IFNL1	NA	-0.08	-0.41	667	FALSE	324	1014.51947021	3	0	TRUE	0.00028469
IFNLR1	0.449720670391062	0.89	-0.14	1791	FALSE	284	21159.3652344	3	0	FALSE	0.062532
IFNW1	0.472072072072072	0.16	-0.98	588	FALSE	203	1650.70068359	2	0	FALSE	NA
IFRD1	0.0594353640416048	3.43	0.36	1620	FALSE	465	5690.97363281	13	6.330691	FALSE	0.0012141
IFRD2	0.106442577030812	2.88	0.87	2090	FALSE	280	2108.21142578	9	2.477837	FALSE	1.098e-09
IFT122	0.357030015797788	3.48	0.91	4392	FALSE	876	17065.0371094	36	3.339022	FALSE	2.3816e-24
IFT140	0.181400688863375	2.01	0.24	4915	FALSE	450	9008.7734375	15	9.409413	FALSE	9.914e-24
IFT172	0.0895238095238095	3.95	1.09	6077	FALSE	458	10263.65625	14	4.209163	FALSE	3.2682e-33
IFT22	0.0843373493975904	2.62	-0.07	622	FALSE	319	4975.43701172	10	8.253676	FALSE	0.33622
IFT27	0.523765996343693	2.67	-1.44	794	FALSE	368	3964.97924805	7	2.900238	FALSE	5.8825e-06
IFT46	0.399696048632219	3.22	-0.43	1229	FALSE	248	2655.01538086	5	6.545462	FALSE	0.16822
IFT74	0.495726495726496	3.75	-0.36	2308	FALSE	293	3201.41601562	13	1.914409	TRUE	5.7205e-13
IFT80	0.163120567375887	3.83	0.49	2645.667	FALSE	749	12776.4755859	30	3.398963	FALSE	1.4059e-19
IFT81	0.225641025641026	3.88	1.58	2419	FALSE	366	3951.62304688	10	3.780797	FALSE	9.0878e-12
IFT88	0.103578154425612	3.65	-0.06	3042	FALSE	1262	47787.3789062	47	2.283477	TRUE	7.1224e-11
IGBP1	0.223880597014925	2.64	-0.96	1100	FALSE	1280	40326.9492188	67	34.987496	TRUE	0.98274
IGDCC3	0.0899182561307902	2.82	0.46	2701	FALSE	983	19559.0488281	38	3.780209	FALSE	2.7305e-07
IGDCC4	0.153846153846154	2.51	0.7	4057	FALSE	387	5141.97314453	16	1.77565	FALSE	2.3605e-06
IGF1	0.151382823871907	3.9	5.88	727	FALSE	3088	94446.7421875	159	0	TRUE	0.2716
IGF1R	0.0187747035573123	3.13	1.51	4426	FALSE	2601	71667.5078125	150	13.088199	TRUE	0.96799
IGF2	NA	1.28	0.96	775.6667	FALSE	1855	37647.828125	124	1.43524	TRUE	0.044127
IGF2BP1	0.0263157894736842	3.54	3.2	1958	FALSE	819	11017.5429688	39	2.409983	FALSE	0.99933
IGF2BP2	0.0374707259953162	3.47	1.75	2116	FALSE	565	8710.01464844	29	6.538046	FALSE	0.23861
IGF2BP3	0.0228571428571429	3.8	2.25	1964	FALSE	734	13728.2099609	34	2.258152	FALSE	0.99999
IGF2R	0.307883817427386	1.38	0.4	8228	FALSE	1133	23644.3652344	62	6.078193	FALSE	1
IGFALS	0.0589249784420811	1.26	0.3	2004	FALSE	792	17587.7851562	37	0	FALSE	5.4379e-11
IGFBP1	0.382352941176471	0.73	0.29	830	FALSE	1211	23868.7246094	39	0	FALSE	0.00094677
IGFBP5	0.0448430493273543	2.71	2.17	1010	FALSE	917	14432.9541016	61	26.910193	FALSE	0.96283
IGFBP6	0.497297297297297	1.94	1.8	773	FALSE	415	3691.3203125	14	1.780913	FALSE	0.02915
IGFBP7	0.0700729927007299	2.73	0.99	924	FALSE	822	16167.3144531	32	29.207772	FALSE	0.0012873
IGFBPL1	NA	1.47	0.57	885	FALSE	257	3033.48144531	9	71.305607	FALSE	4.0352e-05
IGFL4	NA	-0.54	-0.79	423	FALSE	34	32.6077232361	0	0	FALSE	0.0011794
IGFLR1	0.360795454545455	0.05	-0.58	1116	FALSE	111	669.506286621	3	0	FALSE	2.5896e-06
IGFN1	0.217359591539023	1.13	0.02	11505	FALSE	484	8636.37597656	11	0	FALSE	3.2796e-51
IGHMBP2	0.177777777777778	1.36	0.11	3206	FALSE	820	17202.921875	31	3.341094	TRUE	3.0212e-16
IGSF1	0.337868480725624	2.64	2.23	4376	FALSE	283	4388.19189453	11	0	FALSE	0.99993
IGSF10	0.435364041604755	1.16	1.04	8054	FALSE	634	11690.2617188	22	0	FALSE	5.8027e-49
IGSF11	0.211647727272727	3.19	-0.17	1449	FALSE	347	7778.43505859	12	0	FALSE	0.00099965
IGSF22	0.172371638141809	2.09	0.46	4317	FALSE	347	2599.50097656	12	0	FALSE	3.9627e-41
IGSF5	0.503921568627451	0.13	NA	1352	FALSE	155	1296.11047363	4	0	FALSE	3.6345e-17
IGSF8	0.170914542728636	1.96	-0.59	1924	FALSE	367	6387.01855469	9	30.949466	TRUE	4.6329e-11
IGSF9	0.161151079136691	2.48	1.36	3844	FALSE	285	2750.71240234	12	4.054445	FALSE	3.4386e-12
IGSF9B	0.436111489709691	3.36	0.97	4940	FALSE	470	7211.77734375	25	0	FALSE	0.86551
IHH	0.0236220472440945	3.2	2.22	1268	FALSE	1143	18252.5078125	97	0	TRUE	0.31397
IK	0.0456273764258555	4.17	-1.26	2047	FALSE	348	2848.27197266	13	17.214238	FALSE	2.4864e-06
IKBKB	0.0155642023346303	3.01	0.63	3144	TRUE	1863	52691.2851562	96	1.405729	TRUE	0.99192
IKBKE	0.100446428571429	2.63	0.07	2455	FALSE	1229	15784.7363281	45	0	FALSE	0.0090053
IKZF1	0	3.39	0.84	2029	TRUE	1464	50774.1679688	104	0	TRUE	0.9986
IKZF2	0.0647482014388489	5.12	3.22	1849	FALSE	424	4227.06542969	42	0	TRUE	0.98731
IKZF3	0.152610441767068	3.71	2.47	1642	FALSE	816	14457.8642578	55	0	TRUE	0.98416
IKZF4	0.149358226371062	3.78	2.36	1924	FALSE	338	2283.86669922	35	3.673969	FALSE	0.89759
IKZF5	0	3.92	1.18	1292	FALSE	311	1589.53344727	34	4.236693	FALSE	0.7796
IL10	0.619718309859155	2.54	1.74	601	FALSE	2733	80399.7109375	100	0	TRUE	0.0058874
IL10RA	0.328544061302682	0.59	-0.3	1848	FALSE	955	9828.453125	12	0	FALSE	0.017808
IL10RB	0.573705179282868	1.18	-1.1	1074	FALSE	577	44168.1992188	14	3.956219	FALSE	2.5103e-06
IL11	NA	1.48	1.34	664	FALSE	681	5115.80322266	27	0	TRUE	0.00031772
IL12B	0.293375394321767	2.34	-0.33	1067	FALSE	247	659.269287109	1	0	FALSE	0.00011439
IL12RB1	0.274336283185841	-0.06	-0.3	2398	FALSE	638	7532.8125	14	0	FALSE	9.3569e-15
IL12RB2	0.75	1.32	-0.79	2813	FALSE	519	7213.0546875	14	0	FALSE	1.6212e-09
IL16	0.315301391035549	1.05	0.33	4275	FALSE	1217	25335.7050781	30	0	FALSE	1.2449e-10
IL17A	0.210818307905687	1.51	0.8	500	FALSE	1722	33355.6523438	63	0	TRUE	0.043049
IL17B	0.0659465605457646	3.16	2.47	575	FALSE	234	1409.62573242	0	0	FALSE	0.033631
IL17C	NA	0.86	-0.09	626	FALSE	286	1849.50866699	3	0	FALSE	0.0001243
IL17RA	0.219800181653043	0.82	-1.25	2793	FALSE	523	3891.22241211	13	0	FALSE	0.00035636
IL17RB	0.320433436532508	1.62	0.13	1669	FALSE	281	2464.45898438	6	2.052223	FALSE	4.4601e-11
IL17RC	0.387628865979381	1.96	1.11	2664	FALSE	308	3074.37329102	3	0	FALSE	2.3004e-14
IL17RD	0.0710843373493976	2.75	-0.31	2474	FALSE	290	2681.26953125	25	16.656078	FALSE	1.053e-06
IL17RE	0.4002574002574	1.4	0.71	2440	FALSE	237	1469.31811523	5	0	FALSE	8.5681e-08
IL18BP	0.80126582278481	1.24	-0.6	769	FALSE	345	3866.32617188	4	7.404335	FALSE	1.484e-08
IL18R1	0.363288718929254	0.77	-0.2	1823	FALSE	630	10903.0556641	12	0	FALSE	8.625e-06
IL18RAP	0.505529225908373	0.87	-0.89	1944	FALSE	622	8033.45410156	12	0	FALSE	0.0021796
IL19	0.763888888888889	1.39	-0.03	728	FALSE	429	4619.37207031	3	0	FALSE	4.325e-05
IL1B	0.408733624454148	0.23	0.12	890	FALSE	2587	86802.4140625	92	0	TRUE	0.13005
IL1F10	0.481152313821637	2.21	-0.11	601	FALSE	340	2380.3203125	8	0	FALSE	2.023e-06
IL1R1	0.421933085501859	0.92	-0.58	1939	FALSE	1090	9979.24707031	33	0	FALSE	0.15126
IL1R2	0.436399217221135	0.52	-0.38	1315	FALSE	692	7525.43505859	10	0	FALSE	6.5372e-15
IL1RAP	0.401702127659574	3.32	0.53	2604	FALSE	278	1213.86950684	6	0	FALSE	0.25846
IL1RAPL1	0.021558872305141	4.27	3.58	2235	FALSE	668	10731.59375	46	0	FALSE	0.99886
IL1RAPL2	0.159090909090909	4.13	1.48	2205	FALSE	496	6394.0859375	17	0	FALSE	0.98424
IL1RL1	0.376764386536374	0.08	0.07	2010	FALSE	569	6610.70849609	15	0	FALSE	1.4407e-12
IL1RL2	0.426251691474966	0.7	-1.44	1986	FALSE	189	1335.39562988	3	0	FALSE	3.537e-11
IL20	0.286407766990291	2.05	0.46	595	FALSE	101	19154.2128906	0	0	FALSE	1.3447e-06
IL20RA	0.218455743879473	1.38	-0.75	1809	FALSE	307	5426.52685547	1	0	FALSE	0.027129
IL21R	0.154026583268178	0.75	-0.45	1729	FALSE	618	5731.53515625	11	0	FALSE	0.99835
IL22RA1	0.208651399491094	1.17	1.08	1821	FALSE	375	3792.00708008	3	0	FALSE	0.0056855
IL22RA2	0.632438739789965	1.51	-0.34	872	FALSE	288	3492.95776367	1	0	FALSE	1.2114e-16
IL23R	0.480300187617261	1.37	0.34	2075	FALSE	735	6947.74560547	21	0	FALSE	0.00055961
IL27	NA	1.39	1.18	798	FALSE	224	335.743835449	2	0	FALSE	0.78232
IL27RA	0.37150466045273	0.27	-0.37	2119	FALSE	320	2928.48046875	6	2.012966	FALSE	3.901e-12
IL2RA	0.585651537335286	-0.02	0.14	931	FALSE	1119	13437.5771484	40	0	FALSE	0.054709
IL2RB	0.276276276276276	-0.09	0.51	1784	FALSE	976	10383.7607422	30	0	FALSE	0.29095
IL2RG	0.757396449704142	2.27	1.93	1337	FALSE	1083	18644.6894531	30	0	FALSE	0.99152
IL31RA	0.49792531120332	1.02	-0.5	2826	FALSE	258	2352.10766602	7	0	TRUE	4.204e-16
IL32	NA	-1.73	-1	1053	FALSE	331	2214.04223633	3	0	FALSE	3.7471e-09
IL34	0.663652802893309	1.71	1.01	809	FALSE	325	1991.35913086	6	2.812036	FALSE	0.55444
IL36B	0.81662382176521	-0.82	-0.05	780	FALSE	351	2309.46972656	7	0	FALSE	0.0032983
IL36RN	0.169491525423729	2.19	0.2	516	FALSE	416	3877.75	7	0	FALSE	3.3941e-08
IL37	0.754266211604096	-0.46	-0.8	796	FALSE	352	3487.2097168	9	0	FALSE	0.00012343
IL4	1.36666666666667	-0.11	1.8	510	FALSE	2392	66247.0234375	96	0	TRUE	0.0047372
IL4I1	0.113076437144662	0.86	0.02	1887	FALSE	884	17263.7382812	43	1.127037	FALSE	0.0039601
IL4R	0.381316998468606	-0.03	0.05	2844	FALSE	892	9931.68847656	23	0	FALSE	0.00023013
IL5	0.347517730496454	1.56	0.26	503	FALSE	1247	11023.7666016	47	0	TRUE	0.0056529
IL5RA	0.469416785206259	0.43	-0.64	1437	FALSE	386	3947.3215332	6	0	FALSE	2.6791e-08
IL6	0.281954887218045	-0.54	2.72	967	FALSE	3953	209832.90625	156	0	TRUE	0.31536
IL6R	0.145310435931308	0.22	0.23	1551	FALSE	919	9591.16503906	39	0	FALSE	3.1681e-05
IL6ST	0.182274247491639	2.6	0.61	2981	TRUE	742	10815.7558594	31	3.955535	FALSE	0.99978
IL7R	0.178030303030303	2.05	1.88	1668	TRUE	816	5307.29589844	19	0	TRUE	3.763e-07
ILDR1	0.197564276048714	2.5	-0.37	1847	FALSE	271	6081.92529297	7	0	FALSE	2.6072e-12
ILF2	0	3.58	0.56	1442	FALSE	1261	26461.9121094	37	105.576338	TRUE	0.9965
ILF3	0.0211864406779661	3.02	0.76	3092	FALSE	1128	23402.1464844	46	60.743596	TRUE	1
ILK	0	4	1.34	1535	FALSE	1558	19586.6074219	79	19.402001	TRUE	3.7887e-05
ILVBL	0.0737642585551331	2.12	-0.89	2125	FALSE	542	4731.8203125	5	7.478444	FALSE	1.2177e-08
IMMP1L	0.0935251798561151	4.15	0.55	565	FALSE	519	6812.29394531	16	1.708844	FALSE	2.4628e-05
IMMT	0.184534270650264	2.88	1.13	2503	FALSE	1059	22404.2011719	39	19.955409	FALSE	0.0133
IMP3	0	3.78	0.08	555	FALSE	1140	9176.27832031	23	20.746792	FALSE	1.5469e-07
IMPA1	0.134642356241234	2.42	-1.34	1267	FALSE	697	11851.5449219	18	3.60382	FALSE	0.00047793
IMPA2	0.0270491803278689	2.91	-0.72	979	FALSE	663	12612.1708984	10	1.197549	FALSE	0.0010588
IMPACT	0.0595567867036011	2.86	0.71	1238	FALSE	351	3381.29882812	6	5.002735	FALSE	4.8274e-08
IMPAD1	0.0970695970695971	3.12	1.23	1200	FALSE	423	7200.74902344	16	15.728356	TRUE	0.015288
IMPDH1	0.0279642058165548	3.43	1.04	2080	FALSE	1166	25696.1660156	24	7.981636	FALSE	5.7762e-06
IMPDH2	0.0381526104417671	3.76	1.42	1755	FALSE	1347	15323.8076172	29	45.732319	FALSE	4.3635e-06
IMPG1	0.528183716075157	1.78	0.76	2909	FALSE	205	1892.97998047	3	0	FALSE	1.3662e-29
IMPG2	0.283643892339545	2.64	2.09	4014	FALSE	246	1800.53259277	8	0	FALSE	2.7548e-13
INAVA	0.17169373549884	2.33	-0.22	2136	FALSE	254	4234.81396484	7	0	FALSE	0.00022109
INCA1	0.386046511627907	1.43	-0.65	791	FALSE	75	386.772521973	7	1.09531	FALSE	1.5015e-11
INCENP	0.194029850746269	1.81	0.5	3029	FALSE	774	8027.77490234	32	5.11343	FALSE	0.88595
INF2	0.0543944900745026	1.35	0.17	4111	FALSE	1063	15158.0908203	38	5.360465	FALSE	0.97346
ING1	0.189720812182741	2.72	-0.2	1441	TRUE	656	7262.04785156	53	7.522725	TRUE	0.0096662
ING3	0.0301204819277108	4.06	3.3	1486	FALSE	619	5737.79101562	49	2.264109	FALSE	0.99933
ING4	0	3.59	2.26	864	FALSE	563	3884.94824219	42	25.612764	TRUE	0.029013
INHA	0.434971098265896	2.02	2.77	1117	FALSE	628	8826.27832031	32	0	TRUE	0.0064728
INHBA	0.063872255489022	3.77	3.69	1297	FALSE	866	11964.5087891	48	1.049752	TRUE	0.97979
INHBE	0.294715447154472	1.92	1.65	1119	FALSE	483	6758.125	23	0	FALSE	1.1184e-08
INKA1	0.209390862944162	2.56	0.55	880	FALSE	43	69.4738082886	2	8.078343	FALSE	0.00061425
INKA2	0.272108843537415	1.71	0.27	1020	FALSE	101	619.59197998	2	1.061997	FALSE	0.0079857
INMT	0.243221035332786	0.47	-0.22	826	FALSE	338	5453.70556641	2	0	FALSE	0.0033238
INO80	0.0740740740740741	4	2.94	5215	FALSE	1114	10970.7988281	75	2.811779	TRUE	1
INO80B	0.0938375350140056	3.5	1.84	1158	FALSE	280	2542.01806641	9	21.518984	FALSE	0.75864
INO80C	NA	2.9	0.05	938	FALSE	276	2164.79101562	20	4.189682	FALSE	0.0004148
INO80D	0.432380952380952	4.05	2.95	3212	FALSE	293	3586.33837891	29	2.040754	FALSE	0.99962
INO80E	0.0345794392523365	3.66	0.88	840	FALSE	297	6130.61523438	14	11.292453	FALSE	0.0086846
INPP1	0.164402173913043	2.93	0.4	1269	FALSE	471	6472.92919922	17	3.925303	FALSE	7.898e-07
INPP4A	0.0434131736526946	3.45	-0.12	3524	FALSE	299	3595.22753906	3	11.482278	FALSE	0.99952
INPP4B	0.154083204930663	3.4	0.88	3420	FALSE	379	5352.12158203	16	0	FALSE	0.55218
INPP5A	0.28660102739726	2.58	0.63	1621	FALSE	373	6788.16796875	12	8.717902	FALSE	0.98121
INPP5D	0.253122398001665	2.58	0.8	4131	FALSE	1058	18099.3789062	31	0	FALSE	0.97198
INPP5E	0.0550795593635251	1.29	-0.96	2079	FALSE	572	5735.91796875	23	7.102928	FALSE	0.0031048
INPP5F	0.176587301587302	3.29	0.09	3835	FALSE	312	2495.5222168	16	41.318576	FALSE	2.3623e-07
INPP5J	0.0645161290322581	2.88	0.31	3213	FALSE	640	6991.46582031	23	1.787419	FALSE	1.8139e-16
INPP5K	0.170036764705882	2.65	0.07	1523	FALSE	439	3658.12988281	15	8.370062	TRUE	4.2264e-05
INPPL1	0.0895522388059701	3.36	1.01	4209	FALSE	1049	21362.5488281	47	3.179657	TRUE	0.0023313
INS	0.152412893609093	1.14	-0.41	420	FALSE	5817	650904.5	251	0	FALSE	0.30091
INSC	0.0836148648648649	3.52	0.56	2027	FALSE	350	3949.25708008	19	0	TRUE	1.706e-18
INSIG1	0.307455803228286	1.47	0.25	1073	FALSE	724	9694.30175781	31	19.476387	FALSE	0.0012827
INSL4	0.456824512534819	-0.67	-0.39	436	FALSE	131	1100.21411133	3	0	FALSE	0.00011355
INSM1	NA	2.07	1.18	1533	FALSE	485	4596.26074219	48	10.741785	TRUE	0.26893
INSM2	0.260748959778086	1.99	-0.34	1701	FALSE	282	1223.80847168	12	0	FALSE	0.88177
INSR	0.0939269397361603	2.52	0.38	4522	FALSE	2155	55760.7695312	105	11.037018	FALSE	3.6145e-05
INSRR	0.265467625899281	2.9	-1.21	4230	FALSE	1370	20738.2050781	74	0	FALSE	5.3976e-24
INTS1	0.0593332035536521	2.29	-0.16	7992	FALSE	512	8193.36621094	30	13.304044	FALSE	7.1069e-11
INTS10	0.0156438026474128	3.37	1	2389	FALSE	375	4365.25878906	18	7.568463	FALSE	0.99999
INTS11	0.145748987854251	3.11	-0.51	2553	FALSE	631	7230.93896484	22	8.568177	FALSE	5.991e-14
INTS12	0.122850122850123	3.16	0.54	1524	TRUE	396	4068.27197266	24	7.416846	FALSE	0.7537
INTS13	0.306406685236769	3.61	0.3	2362	FALSE	470	4152.50585938	8	5.455239	FALSE	0.86229
INTS14	0.313178294573643	3.64	-0.19	1904	FALSE	261	998.090576172	10	6.958728	FALSE	9.833e-06
INTS2	0.0642201834862385	3.99	-0.37	3999	FALSE	336	4691.58789062	11	2.080768	FALSE	0.99698
INTS3	0	3.41	1.96	3791	FALSE	375	3772.89916992	22	7.506801	FALSE	0.99972
INTS5	0.0770712909441233	3.27	1.18	3076	FALSE	272	3598.59838867	12	7.863767	FALSE	0.5135
INTS6	0.731993476985221	4.05	1.3	3066	FALSE	395	4650.26220703	28	1.794464	FALSE	1
INTS6L	0.246621621621622	3.58	2.66	2842	FALSE	153	1465.28674316	10	0	FALSE	0.99992
INTS7	0.0765864332603939	3.49	1.63	3193	FALSE	323	3807.38964844	10	8.364535	FALSE	1.2557e-05
INTS8	0.0466830466830467	3.8	-0.34	3749	FALSE	447	4718.86767578	25	3.533572	FALSE	0.9439
INTS9	0.110266159695817	3.43	1.61	2234	FALSE	493	4349.828125	22	3.9804	FALSE	4.3201e-07
INTU	0.203454894433781	2.32	-0.35	3220	FALSE	342	5084.19238281	18	1.000261	TRUE	7.6977e-10
INVS	0.195121951219512	2.83	0.62	3643	FALSE	1192	21471.4589844	52	0	FALSE	5.5501e-18
IP6K1	0.0171821305841924	3.91	2.67	1390	FALSE	1	0	0	29.653878	FALSE	0.92674
IP6K2	0.54792899408284	3.51	1.29	2029	FALSE	768	8571.75390625	41	23.583999	FALSE	0.973
IP6K3	0.333333333333333	2.33	0.23	1297	FALSE	788	8366.46289062	48	0	FALSE	3.0854e-07
IPCEF1	0.0148515842357038	2.94	1.53	1463	FALSE	277	1818.37463379	14	1.2709	FALSE	0.0015595
IPO11	0.0283975659229209	3.77	0.06	3512	FALSE	515	5422.10839844	15	3.310331	FALSE	0.0016626
IPO13	0	3.74	1.4	3247	FALSE	335	4968.43847656	16	10.545903	FALSE	0.99998
IPO4	0.377729257641921	2.81	1.28	3710	FALSE	1144	17517.0566406	33	3.654565	FALSE	1.0269e-18
IPO5	0.0224913494809689	3.55	0.72	3929	FALSE	1316	25898.4082031	32	31.377048	FALSE	1
IPO7	0.42	4.34	3.66	3501	TRUE	1188	18239.4414062	45	24.03375	FALSE	1
IPO8	0.0281385281385281	2.29	0.37	3766	FALSE	1030	11882.7119141	31	5.387132	FALSE	0.2344
IPO9	0.0173611111111111	3.02	2.21	3672	FALSE	469	3813.62402344	19	13.155507	FALSE	0.9999
IPP	0.144970414201183	3.85	0.18	1973	FALSE	479	4462.93164062	13	2.749683	FALSE	2.0966e-05
IQCA1	0.296437659033079	1.46	-0.68	2765	FALSE	521	4252.51171875	11	0	FALSE	2.6856e-09
IQCB1	0.316129032258064	3.19	-0.3	1990	FALSE	1151	21573.8925781	45	5.408541	FALSE	1.3581e-12
IQCC	0.792253521126761	0.69	-0.34	1705	FALSE	19	12.8145618439	3	1.983446	FALSE	4.0474e-09
IQCE	0.329622758194187	0.59	-0.28	2893	FALSE	3	0	0	8.381909	FALSE	1.3752e-39
IQCF1	0.509695290858726	0.21	0.67	666	FALSE	73	379.841766357	3	0	FALSE	0.0011241
IQCG	0.671981776765376	0.91	-1.29	1521	FALSE	205	1913.59924316	4	1.959593	FALSE	3.022e-21
IQCH	0.44954128440367	2.27	0.08	3565	FALSE	85	501.64175415	3	0	FALSE	1.0865e-21
IQCN	0.523913043478261	-1.03	0.08	4136	FALSE	102	632.156921387	0	0	FALSE	1.548e-08
IQGAP1	0.211009174311927	3.65	0.41	5566	FALSE	1267	18682.0195312	63	2.669451	FALSE	0.99754
IQGAP2	0.419734904270987	2.34	1.67	5337	FALSE	830	15046.4072266	27	1.17489	FALSE	8.4988e-27
IQGAP3	0.216931216931217	2.6	0.81	5488	FALSE	896	9969.80664062	44	0	TRUE	2.3959e-33
IQSEC1	0.0102163461538462	2.63	0.42	3814	FALSE	NA	NA	NA	10.369789	FALSE	0.99969
IQSEC2	0.327561327561328	3.21	2.2	4837	FALSE	639	5727.28125	79	4.400194	FALSE	0.99998
IQSEC3	0.123783573374854	2.63	0.6	3840	FALSE	931	9694.875	52	2.369105	FALSE	0.0038704
IQUB	0.433862433862434	1.44	-0.33	2593	FALSE	204	3329.93359375	2	0	FALSE	1.7274e-14
IRAK1	0.254119687771032	1.78	1.23	2761	FALSE	1677	27889.0136719	74	8.562688	TRUE	0.98774
IRAK1BP1	0.223337515683814	2.5	0.1	994	FALSE	231	3000.09130859	7	2.099189	FALSE	1.449e-06
IRAK2	0.444630872483221	1.4	-1.03	2070	FALSE	1065	10074.4160156	44	0	FALSE	2.6055e-19
IRAK3	0.239221140472879	2.03	-0.53	2124	FALSE	1260	18568.7070312	44	0	FALSE	5.3092e-21
IRAK4	0.152815013404826	3.13	-1.48	1543	FALSE	1274	13065.7207031	54	0	TRUE	7.8001e-09
IREB2	0.120204603580563	3.56	1.62	3237	FALSE	995	19521.328125	25	8.292552	FALSE	0.99991
IRF2	0.0253164556962025	3.45	2.12	1164	FALSE	647	7998.87304688	30	1.687581	TRUE	0.79793
IRF2BP1	0.0468277945619335	2.38	2.25	1755	FALSE	331	3472.65649414	20	15.293562	FALSE	0.99024
IRF2BP2	0.375717017208413	2.56	0.77	1780	FALSE	374	5588.67138672	17	34.383436	FALSE	0.84558
IRF2BPL	0.10263600673023	2.59	3.79	2391	FALSE	338	4224.4296875	19	40.262721	FALSE	0.83623
IRF3	0.40150842945874	0.79	-0.39	1455	FALSE	1201	16430.09375	46	5.285547	TRUE	0.00011576
IRF4	0.0694769711163154	3.24	0.51	1468	TRUE	1070	13956.4130859	54	0	TRUE	0.85677
IRF5	0.148466257668712	2.92	0.53	1666	FALSE	873	9415.1875	22	0	TRUE	0.0090365
IRF7	0.181751824817518	0.54	-0.54	1707	FALSE	1070	12707.0146484	31	1.283924	TRUE	4.4508e-15
IRF8	0.0912162162162162	2.63	-1.02	1416	FALSE	1254	23589.7734375	38	0	TRUE	0.94807
IRGC	NA	1.37	0.54	1503	FALSE	229	4351.69335938	4	0	FALSE	0.047269
IRGQ	0.180574555403557	1.16	-0.39	1888	FALSE	119	1143.5489502	4	18.562845	FALSE	0.0037866
IRS1	0.103036876355748	2.98	1.87	3729	FALSE	1593	22232.2207031	93	6.558493	TRUE	0.023645
IRS2	0.0506230529595016	1.73	1.51	4033	FALSE	1057	9446.55175781	57	9.212086	TRUE	0.99032
IRS4	0.551020408163265	2.01	1.59	3774	FALSE	559	6852.70361328	29	0	FALSE	0.57796
IRX3	0.0575730735163862	2.55	1.63	1615	FALSE	728	9633.30175781	71	0	FALSE	0.89165
IRX4	0.1421143847487	1.79	1.61	1718	FALSE	1	0	0	0	TRUE	0.011525
IRX5	0.0462962962962963	2.67	2.85	1709	FALSE	481	4950.28466797	45	0	FALSE	0.9747
IRX6	0.316410861865407	2.18	0.19	1421	FALSE	614	7896.04394531	63	0	FALSE	2.4989e-12
ISCA2	0.166237113402062	2.54	0.01	535	FALSE	473	5394.76269531	4	4.640409	FALSE	2.4343e-08
ISG15	0.175600739371534	0.05	-1.06	514	FALSE	2464	86088.9453125	76	3.211082	FALSE	0.40527
ISG20	0.0848056537102473	1.12	0.3	622	FALSE	763	11349.5791016	11	0	FALSE	0.002899
ISG20L2	0.311688311688312	2.2	-0.55	1094	FALSE	501	3098.0090332	8	5.516851	FALSE	0.087751
ISL1	0.469188131724813	4.73	2.62	1130	FALSE	1358	48363.1640625	97	0	TRUE	0.86857
ISL2	0.00932994062765055	3.49	2.51	1160	FALSE	682	13443.9111328	38	0	FALSE	0.11148
ISLR	0.0806201550387597	1.63	0.91	1287	FALSE	758	9493.26464844	25	0	FALSE	0.018643
ISLR2	0.0999074930619797	2.01	0.78	2238	FALSE	620	8480.61425781	32	167.930366	FALSE	0.11102
ISOC1	0.33957654723127	2.93	1.03	961	FALSE	503	7639.56103516	6	10.857792	FALSE	6.0952e-08
ISOC2	0.182983682983683	1.63	-0.69	730	FALSE	530	8201.26660156	5	9.361204	FALSE	1.297e-05
ISPD	NA	2.1	-0.65	1500	FALSE	610	8502.74511719	13	0	TRUE	0.00025176
IST1	0.172566371681416	4.07	-0.21	1297	FALSE	501	6316.93164062	4	17.334558	FALSE	0.0046461
ISY1	0.154166666666667	3.36	-0.44	1111	FALSE	528	3889.06860352	11	2.660972	FALSE	0.9999
ISYNA1	0.0480109739368999	1.64	-0.53	1920	FALSE	789	9678.43945312	36	40.196369	FALSE	2.4934e-05
ITCH	0.429362880886427	4.06	1.96	3080	FALSE	32	131.564819336	4	6.459599	FALSE	0.99997
